Time,UserName,Tweet_text,All_Hashtags,Retweet_count,Like_count,Followers_count,Description,Hour_of_Post,Day_of_Week,Month,Year,Minute_of_Post,Second_of_Post,Is_Weekend,cleaned_Tweet_text,cleaned_description,engagement_score,engagement_rate
2025-02-12 14:18:08+00:00,usaplumbingsept,"I will be sharing out some of my Top trading strategies and marketing insight with those who are fully interested for Free 
So Everyone follow the link below to join my trading group for more marketing insight and others profitable lectures",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, i will be sharing out some of my top trading strategies and marketing insight with those who are fully interested for free so everyone follow the link below to join my trading group for more marketing insight and others profitable lectures," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,LOL   This tweet is hilarious  You absolutely know nothing nor have you watched any of the news relating to DOGE  They are more transparent than any entity in Washington in the past 45 years  Lol,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, lol this tweet is hilarious you absolutely know nothing nor have you watched any of the news relating to doge they are more transparent than any entity in washington in the past 45 years lol," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,O it s so bad news,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, o it s so bad news," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,Adobe s AI Firefly Video Model enters public beta  offering some impressive new video generation and editing features integrated with Creative Cloud apps  plus new tiered subscription plans,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, adobe s ai firefly video model enters public beta offering some impressive new video generation and editing features integrated with creative cloud apps plus new tiered subscription plans," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       KLATJ",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, breaking news join the x token presale link in pin invited users klatj," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       EGYRC",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, breaking news join the x token presale link in pin invited users egyrc," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,Click on the link below and Drop Hello   on telegram to join my  ongoing free mentorship program on trades  don t miss out,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, click on the link below and drop hello on telegram to join my ongoing free mentorship program on trades don t miss out," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,Large scale  ICE raids coming in LA  according to leaked memo,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, large scale ice raids coming in la according to leaked memo," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,"SaudiMediaForum   The first ever Audience Choice Award for Best Digital Content is here    Vote for your favorite creator   

  Eyad Al Hamoud   Unique global news  
  Abdullah Al Sabaa   Tech  amp  innovation  
  Thawab Al Subaie  Saih Tube    Travel adventures  

The winner",['SaudiMediaForum'],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, saudimediaforum the first ever audience choice award for best digital content is here vote for your favorite creator eyad al hamoud unique global news abdullah al sabaa tech amp innovation thawab al subaie saih tube travel adventures the winner," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:08+00:00,usaplumbingsept,ai mm bots don t have greed  numbers go up  numbers go down  they just follow the math like a good little machine,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,8,False, ai mm bots don t have greed numbers go up numbers go down they just follow the math like a good little machine," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,Auto makers over complicated things  Cars are loaded up with so much unnecessary technology which raises the cost of the car and complexity  Cheap to buy a used Honda and drive it till it dies and insurance is cheap,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, auto makers over complicated things cars are loaded up with so much unnecessary technology which raises the cost of the car and complexity cheap to buy a used honda and drive it till it dies and insurance is cheap," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"The future is ours to shape      is empowering the crowd to build the AI of tomorrow  Let s get our hands dirty and make it happen   AIActionSummit

The future is ours to shape    PublicAI is empowering the crowd to build the AI of tomorrow  Let s get our hands dirt",['AIActionSummit'],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, the future is ours to shape is empowering the crowd to build the ai of tomorrow let s get our hands dirty and make it happen aiactionsummit the future is ours to shape publicai is empowering the crowd to build the ai of tomorrow let s get our hands dirt," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       QVTUV",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users qvtuv," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       UAXEH",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users uaxeh," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       VTBLP",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users vtblp," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       YOMUC",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users yomuc," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,Investors are betting big on a new type of sports betting platform that uses AI to predict game outcomes and payout winners,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, investors are betting big on a new type of sports betting platform that uses ai to predict game outcomes and payout winners," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       OACVU",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users oacvu," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,absolutely  Harnessing AI to boost human capabilities can lead to amazing innovations  The future looks bright     Innovation,['Innovation'],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, absolutely harnessing ai to boost human capabilities can lead to amazing innovations the future looks bright innovation," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       WCYEI",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users wcyei," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       LANFK",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users lanfk," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       YRTSE",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users yrtse," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       BVPYH",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users bvpyh," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       LTUZV",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users ltuzv," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       LPPLA",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users lppla," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       2MVPN",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users 2mvpn," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:07+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       PRPAM",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,7,False, breaking news join the x token presale link in pin invited users prpam," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,O boroko shmmm  Those news come out from the office of Abahambe     know her     So you office ya eff ke boroko le yona  Shmmm,[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, o boroko shmmm those news come out from the office of abahambe know her so you office ya eff ke boroko le yona shmmm," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Dont miss on 3 3  tax  staking rewards  and AI powered trading tools incoming   DeepSeek is setting up for a strong foundation  Smart contract automation on BSC is the next big thing 

 DeepSeekAIBNB  AI","['DeepSeekAIBNB,', 'AI']",0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, dont miss on 3 3 tax staking rewards and ai powered trading tools incoming deepseek is setting up for a strong foundation smart contract automation on bsc is the next big thing deepseekaibnb ai," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,Azarus Refactoring  Sounds like a job for PublicAI s decentralized data wizards   We can help train your AI to avoid any fiery phoenix situations      Web3  AIData,"['Web3,', 'AIData']",0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, azarus refactoring sounds like a job for publicai s decentralized data wizards we can help train your ai to avoid any fiery phoenix situations web3 aidata," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       1HAWK",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users 1hawk," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       LWYRX",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users lwyrx," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       YUOTG",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users yuotg," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       VGLUP",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users vglup," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       JTIB5",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users jtib5," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       RTAWV",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users rtawv," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       AIPOE",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users aipoe," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       CFNZ6",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users cfnz6," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       PZUH6",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users pzuh6," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       OZYSI",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users ozysi," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       KUUPS",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users kuups," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       CKLTO",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users cklto," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       HDDUG",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users hddug," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       QGYB5",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users qgyb5," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       ZJFFD",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users zjffd," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       ZEWAG",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users zewag," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       PNTDN",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users pntdn," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
2025-02-12 14:18:06+00:00,usaplumbingsept,"Breaking News  Join the X Token Presale 

 Link in pin    

Invited users                       KNSXV",[],0,0,17,"USA Plumbing and Septic LLC is a full service plumbing company in the Tri-state area Offering New installations, Service and Repair Residential and commercial",14,2,2,2025,18,6,False, breaking news join the x token presale link in pin invited users knsxv," usa plumbing and septic llc is a full service plumbing company in the tri-state area offering new installations, service and repair residential and commercial",0,0.0
